-2.769268,23.198931,34.138321,47.958988
-2.2599123,7.0824418,25.590038,58.360245
-1.2175565,0.97621965,45.380051,45.529934
6.841361,0.15098095,33.16695,58.299595
14.880873,6.1933107,35.246929,63.20776
-1.7488335,1.6641815,36.955624,44.37854
9.9610367,20.048306,9.5446739,39.371319
7.8076434,2.5768428,39.462486,44.796486
-0.091163218,2.8532913,37.870491,40.662148
33.469131,20.667297,42.388714,28.791691
0.76432741,14.185446,25.626181,53.971855
2.167084,20.823616,35.766659,48.322582
14.065933,32.658314,31.226292,68.002365
0.18746361,10.861521,37.605934,65.793633
14.183684,13.876184,25.122995,32.689293
18.060966,18.025108,36.552238,45.235489
0.38779014,-2.8486636,26.778061,50.725216
16.092035,16.894312,48.425808,49.158176
10.612894,40.691105,39.469589,53.686195
11.294165,28.633759,30.173819,55.536659
-0.8796913,9.49858,29.036266,52.705643
14.459732,18.561262,27.723999,31.492752
0.06849204,15.513481,24.895216,62.85284
6.2995648,19.761181,29.843,47.526543
1.343165,4.9649982,34.862392,54.170845
1.3015308,21.665628,19.844673,34.325573
9.0227976,2.0372303,5.483223,47.820705
-3.2973907,9.3199348,10.673223,56.580936
8.1769104,9.9407263,28.917347,34.768566
7.4681792,-0.026824739,28.986362,35.601982
-1.7189803,0.057830449,32.213566,59.544907
-2.5132229,6.0114141,31.096306,50.128323
-1.024459,1.0901256,17.900171,45.676395
0.74951679,25.828537,43.539673,51.9804
7.2153058,16.992956,28.887859,44.666138
16.68899,3.5337915,28.655197,61.552677
-0.69124836,4.9318933,14.820002,52.797157
9.6302662,1.3272811,13.129271,52.393402
-1.1119734,1.3752415,15.361448,52.192024
1.484867,22.103878,31.282055,40.003998
-3.467639,15.698464,37.484287,55.725693
4.840621,3.143393,43.809048,53.018093
7.4031916,15.013299,18.745319,55.681744
-0.88051564,-1.7471411,16.964462,52.407207
-0.99412167,10.882696,14.509218,53.692535
3.4624386,17.341755,34.650356,54.329742
21.191727,10.819656,28.929787,49.264904
8.5957499,12.178713,30.276018,55.741386
1.6689594,13.901663,37.083412,48.725292
-0.17330529,2.5170052,41.151062,57.733669
8.4719763,12.089139,6.7700434,51.936775
-2.6215427,2.8787022,30.249439,55.498287
-1.4050698,14.870234,32.119602,49.746475
0.019234363,21.516991,39.562382,45.683319
-1.9345468,5.2614555,6.0636296,51.332241
1.6216588,47.002949,24.149122,58.098869
8.1277285,9.5337706,26.694414,50.531631
1.1270146,10.728621,27.423695,42.402336
0.057163443,6.5472908,10.57646,43.325218
2.7350285,17.248634,35.618992,40.220566
1.8652465,8.8594666,28.96714,43.967506
8.2019806,17.548553,43.386028,49.83741
1.7827595,10.096603,42.928848,52.463276
7.8161426,12.826469,39.798473,38.406651
0.66655916,7.3402023,45.71442,50.244545
1.9370414,11.115108,26.168276,43.185337
14.444479,18.977455,21.275003,63.973892
8.4475689,2.2765617,15.71899,52.202309
10.0444,5.9666438,34.251999,57.587631
1.1802227,7.1305389,44.770229,47.859753
1.982843,0.23480701,44.148155,53.184017
0.92315871,7.5650849,34.230007,48.481808
6.4986463,8.1588545,18.646618,52.28582
18.922512,7.0872941,21.112869,50.685268
-1.6060389,9.8869581,30.210028,56.240086
7.5498934,7.4744067,27.560436,57.033581
-0.86117285,9.1123657,35.00161,48.103657
5.6579037,14.230219,22.930336,30.611076
1.4655385,6.990222,28.754715,48.499577
-2.3376071,17.0411,10.810785,60.525349
1.796011,13.998854,6.2486229,48.432091
14.452876,21.256968,27.691732,58.323288
13.036744,10.712781,23.843081,49.584465
4.6589613,29.800156,14.308685,55.448566
3.7062287,7.6905351,28.604116,53.558434
6.0708952,-0.50289148,32.385231,46.158592
1.9491097,12.95208,38.301647,55.239716
7.6273336,19.170996,54.433121,45.866123
9.1756935,-0.076139286,24.615948,45.576736
22.923664,10.135146,24.601387,55.647758
3.6903744,9.8437347,30.684313,59.228992
6.4298434,1.4909546,11.796448,49.677071
0.97334796,9.912137,30.60854,58.284618
1.8162445,6.7864838,-2.5765898,45.770996
8.6619053,12.098045,41.537399,44.984791
2.0892456,13.105572,13.01412,55.332836
17.936077,17.246132,23.53056,36.874348
10.902177,17.506554,12.87017,40.5672
-2.8768079,14.414298,42.525322,38.018692
-3.0487876,-0.24333668,38.739738,63.284477
-3.1255696,16.603434,47.792084,48.299091
-1.3088199,6.6184816,20.492056,46.670372
18.428682,11.685478,4.3245726,47.687294
15.820246,5.9919939,52.072048,54.983791
14.188957,7.7164354,20.775608,54.040821
-2.0414412,7.0156031,14.481903,43.019268
8.919508,10.555625,12.934063,44.400669
-4.1131806,18.461241,17.522608,60.646229
-0.07188639,6.1682053,15.640097,58.710415
-2.2579014,1.0046,41.355759,53.06461
14.126898,9.099453,14.00783,48.507484
-3.0601096,-0.17999958,42.907719,52.536743
13.306339,9.0984583,17.258432,46.870327
19.535812,0.38383871,10.262947,44.64576
-1.4445744,8.6466579,46.340115,32.488998
1.3666253,7.0784388,24.831522,51.079815
-0.47634727,13.137541,23.811689,43.32893
1.5004021,4.4316998,19.963085,38.192852
5.8557653,15.221542,29.567612,51.998276
2.5652349,7.472086,14.07598,51.034981
-1.2979438,7.1085835,36.024757,55.744843
3.8181226,15.68177,37.92614,50.757271
-3.6372795,9.4921293,29.95804,38.980827
16.485214,15.874347,12.704305,46.437733
22.196878,29.2118,14.339286,48.772301
13.470936,-0.099902302,33.388874,28.661613
3.8582542,1.1126463,20.997366,43.146252
1.2377113,6.5801182,48.195168,54.181576
-0.88193107,9.2493973,42.516796,43.930901
6.9368448,18.765882,38.194267,59.54147
-0.6278947,27.044527,5.4291649,49.062382
-3.3375502,9.7531586,49.763519,56.517651
13.401776,14.858511,23.426769,46.926888
8.4052763,17.399767,30.053417,49.488895
-2.5144031,11.99572,15.943126,29.396027
2.3511486,3.3154907,35.44603,54.043182
0.23815385,6.2870479,26.439659,44.220787
8.2954159,12.955597,28.46554,53.332123
12.09059,17.818954,38.470345,56.475487
2.2578332,15.589661,17.805658,48.148945
6.2181025,25.995195,12.034975,47.463562
-1.2972379,9.239872,21.420298,45.485332
-3.398452,18.834137,16.809345,36.708214
1.3574219,13.79338,28.275969,35.954983
6.7427812,17.65093,31.119703,59.577744
0.37724251,19.209618,31.373625,56.247608
7.1171637,4.654458,32.045326,59.01646
5.2658663,2.8251634,22.310162,44.081219
9.8753557,16.25642,33.044064,49.783806
-2.0322392,8.0409079,32.265751,57.403305
9.7014952,22.236988,17.728727,53.898933
-3.8655286,3.7223482,32.288601,38.893639
3.8291986,16.745056,8.692749,47.387791
-2.5674586,9.6388674,16.724195,36.076763
-1.8831205,9.3085928,32.197239,59.290955
0.86151671,43.346714,33.027382,45.994831
6.3229513,4.1785564,34.228905,40.620701
-0.33703008,27.072393,3.7665377,55.369629
16.875849,2.2603393,25.154249,53.997974
1.6166368,19.893324,24.762177,41.05579
7.4595294,22.391182,40.610359,64.282898
1.1465031,32.086624,5.4935999,54.712551
4.6835709,27.918978,26.779408,48.363701
5.897059,6.7467003,31.925285,56.681416
3.2969697,12.591198,28.209545,56.644669
20.440416,11.189343,26.950485,59.847397
-0.14185147,18.509516,16.909632,56.816521
11.071323,2.8418496,33.201618,44.188229
-3.2246063,25.088737,18.593168,61.613926
1.6752019,15.14029,24.421791,57.680504
-2.3262382,-1.329042,37.160477,36.169262
12.446567,-0.38707128,32.541134,51.597244
12.241632,-4.3806243,21.268425,57.980358
19.369381,5.6648459,4.9011526,43.813454
9.9979076,7.0837407,29.18597,48.604176
6.9310198,5.5386801,25.911991,50.783924
16.365841,1.2497544,29.435675,36.458626
5.9724216,34.845493,51.138153,53.238487
-3.6234233,20.786757,42.674793,44.775745
0.52583724,4.220048,38.463158,54.2668
-2.5499964,-2.8388138,41.435806,58.201252
9.3096142,5.7007337,15.837796,60.202774
10.482718,5.0812225,19.976595,56.066452
0.073312037,8.1451406,16.271025,51.589962
9.2170401,13.710598,37.276665,48.28677
3.0795488,0.97589582,15.502813,44.646999
-2.2215424,10.487171,18.233414,42.006016
-0.84219319,1.205152,39.705902,60.056496
2.5772038,6.2275476,28.812302,45.813553
1.6197337,25.946592,14.746137,39.356651
10.221697,10.264359,18.713795,63.601646
19.788603,12.252971,44.49078,62.011684
3.1026258,9.9548197,21.564596,36.765766
18.09487,17.181055,32.679222,65.527275
1.4641924,0.80935162,25.833115,45.773888
-0.15981039,1.087834,24.491013,51.561775
13.935678,2.2073045,38.969841,46.700058
7.9837093,22.522137,36.238155,48.328979
10.206834,3.4149375,6.9309635,40.36208
0.86200851,7.6422329,50.910496,49.365936
7.3820729,0.81141317,41.033215,42.676582
1.4846611,21.800186,15.899048,55.553677
4.582778,25.222878,23.615528,43.247608
5.521122,-0.72789061,42.765961,34.929619
-2.3130488,6.9322324,12.095554,38.103172
9.0000477,9.1155491,18.139648,54.18082
2.7121382,0.14497119,35.552067,52.574795
13.449633,23.533056,14.897492,35.968941
7.1217651,24.838205,40.9188,50.297504
16.799252,10.811671,45.7299,48.403427
-0.35076147,-2.6754441,8.0138512,50.633823
9.9258318,11.202848,33.928909,39.81517
-0.61578238,-1.4183488,6.4090137,42.981647
5.992775,-1.4541593,31.61552,40.28635
20.354145,27.303387,20.205004,54.062996
5.0867648,10.530437,30.012234,53.668579
-2.1845822,-1.9934266,27.016678,59.388103
-2.7687078,-0.81101894,5.7501144,58.662338
-1.8710749,6.0712652,27.705606,49.455364
3.7511029,10.748479,24.421097,43.152782
11.610099,-3.892292,40.723858,54.968731
-0.37045607,23.56164,11.750992,45.503212
-1.4278294,8.4000444,24.779078,51.919277
5.5630703,8.5312538,25.744772,35.034298
9.927578,14.534513,41.944283,45.250908
9.1045389,5.8586731,12.717939,47.298798
15.785955,11.116657,16.41267,46.633968
2.0361586,10.932381,15.227459,50.876228
-0.27530271,15.625038,31.932083,57.524258
3.3978236,19.742144,16.576208,46.486145
-1.7729231,8.809617,43.85305,47.406223
0.008153604,8.5261402,40.065353,48.335033
-0.74901277,26.670013,37.876465,50.244457
15.884888,6.7334328,16.263691,43.871552
4.3697157,0.76317167,43.291477,51.013638
3.590034,12.965462,28.29694,55.962563
0.44673371,6.3451223,37.183929,57.967651
7.1967564,28.688541,24.018276,55.246391
0.28837535,8.8336773,33.432999,54.732666
9.1573315,28.073553,23.074537,49.758923
11.403848,7.1904192,25.082333,48.031235
0.80623901,11.007109,29.430378,63.769741
-3.0675256,11.469898,21.732819,66.767975
1.7501303,7.8627167,24.202251,52.725418
10.356493,1.3520949,29.484259,65.401939
-2.5634844,15.177667,30.117712,38.491398
1.0622901,26.886198,14.852349,55.837868
-2.8191054,31.901739,14.662868,44.494175
-2.0656323,-0.40626845,31.072186,50.374966
7.2631555,10.887789,34.223221,66.668388
8.1759109,8.5357809,27.194168,53.439163
-2.8152516,8.3791237,16.895073,50.942307
-0.2481332,10.908325,40.083889,51.700066
10.540768,15.209501,28.672707,58.935234
8.9761066,4.9363203,40.571846,45.86903
-2.5025527,0.17208788,31.168167,57.13316
5.6021318,13.512324,42.35117,42.77356
-0.34468484,15.292599,33.477364,64.01503
-0.4688203,30.747902,24.030119,40.378033
11.933575,14.811095,30.324741,40.214909
