6.8014555,23.289757,14.459348
10.332095,13.42414,18.617506
9.6536579,22.736891,20.95857
16.06048,24.40571,23.069702
-0.11008782,9.5754986,19.907207
-0.52005601,38.514389,0.56428874
0.063067824,33.128418,19.001854
0.2450154,14.008551,15.193824
-0.60165763,32.850044,-0.38699442
11.931053,9.0122795,16.396019
6.5306387,19.846144,-0.53033739
-0.22482888,-0.27443078,20.307337
1.9535937,-0.79165184,17.220287
-0.54926306,7.899065,-0.88073462
11.620905,12.177334,21.220535
-1.212009,9.684948,1.5115445
22.194555,19.085396,-0.70660931
10.316689,17.844015,37.838726
23.846796,41.765541,1.1134809
0.6049006,15.255526,18.947384
11.376192,15.559622,0.48467073
-1.0487578,17.489908,1.0441481
2.3440123,20.285593,17.098225
22.625443,-2.0867212,19.058664
16.095953,29.476286,40.339851
-0.44673881,41.086143,38.572464
21.101566,-0.85275686,-0.86625952
13.479883,0.27903017,17.001865
1.7320966,41.05851,24.43129
1.1662037,21.417805,-1.3978771
1.3943325,8.6681147,39.612095
-0.51373565,20.385941,16.021023
10.658693,29.782356,0.55228871
7.9604406,20.056381,38.411285
24.977287,16.04718,15.917974
9.8268299,12.250678,17.577019
9.2684441,31.45569,-0.75644696
21.133791,13.353357,21.0931
-1.4392614,8.3021603,60.596741
11.015604,21.712912,2.1009521
23.698874,16.893526,-0.72231841
0.25955454,12.124204,-0.21949789
9.6584606,34.173962,60.24638
10.517975,29.228645,36.931351
-0.50193024,33.777206,0.91500932
9.9683084,18.866728,0.68374497
7.6610289,9.7130728,18.168915
0.31816107,48.413376,19.149757
2.2699354,21.453392,-0.43768623
11.023905,11.61886,46.323444
0.30247471,22.14863,-0.094597608
7.3413658,15.384077,37.409027
-1.6513805,18.41091,36.622807
11.166519,14.668045,1.1540943
13.184881,19.041813,0.53118575
0.94124681,36.962795,-0.61360234
0.97631407,19.122929,68.178787
0.098970719,38.505058,-0.078616545
-1.1430565,41.442734,-0.84093189
8.3651524,18.002842,20.357641
45.176178,28.882196,0.27702588
12.495455,35.537865,0.21732108
-0.098690331,12.840507,34.392357
10.328852,12.193105,39.730461
1.3901824,11.476603,45.659161
10.573099,32.963089,36.129971
28.185656,22.660341,-1.1584098
13.179276,30.831272,21.526915
12.208607,5.0533285,19.933413
-1.0896895,10.278106,34.674782
12.73705,10.480836,-0.47370851
0.92105472,18.389259,37.724686
21.098829,27.921425,-1.2060988
0.70790011,49.198059,22.413139
-0.52972591,9.2681465,1.0757402
8.9852266,-0.059148844,43.487011
-0.026960313,14.493878,23.309036
11.507646,41.212593,44.264183
12.616236,16.712351,27.314325
12.891336,21.478395,20.030312
5.1709647,16.31979,17.235596
20.806664,19.392019,44.043095
8.150403,33.169254,22.295298
21.320276,26.094618,0.82008839
0.03334745,28.819218,38.359993
20.161165,10.623382,-1.2681724
11.154168,32.635139,42.433235
-1.4806925,19.421692,-0.60222322
9.2919559,-0.29599264,35.99754
11.341164,44.89587,-1.166526
0.044049777,0.48512787,19.084234
9.084609,5.6706414,0.3895503
26.465647,30.583847,22.030933
5.9090219,17.368408,-1.7014953
15.394533,18.380329,18.776518
22.292892,14.396936,25.271357
